,Date,Time,Bus,Count,On off,Latitude,Longitude,Route,Stop,CorrectStop
1654,11/13/2019,11:33:32,2401,1,off,35.311862946,-80.733161926,Green,North Deck,Wallis Hall E/Light Rail
1656,11/13/2019,11:33:46,2401,6,on,35.311927795,-80.73324585,Green,North Deck,Wallis Hall W/Light Rail
1658,11/13/2019,11:33:51,2407,1,on,35.310813904,-80.729293823,Silver,Woodward Hall East,Student Health N
1660,11/13/2019,11:33:55,2407,1,off,35.310939789,-80.729316711,Silver,Woodward Hall East,Student Health N
1662,11/13/2019,11:34:30,2411,1,on,35.310043335,-80.742034912,Silver,EPIC N,EPIC S
1663,11/13/2019,11:34:31,2402,3,off,35.308208466,-80.729248047,Silver,EPIC N,Hickory Hall North
1669,11/13/2019,11:35:43,2402,1,off,35.307601929,-80.732681274,Silver,EPIC N,Student Union E
1670,11/13/2019,11:35:45,2402,1,on,35.307476044,-80.732749939,Silver,EPIC N,Student Union E
1671,11/13/2019,11:35:55,2407,1,off,35.308868408,-80.725082397,Silver,Woodward Hall East,Lot 6
1672,11/13/2019,11:35:57,2407,3,on,35.308868408,-80.725082397,Silver,Woodward Hall East,Lot 6
1679,11/13/2019,11:37:09,2407,1,on,35.307243347,-80.725250244,Silver,Woodward Hall East,Lot 5A
1690,11/13/2019,11:38:51,2407,1,off,35.307495117,-80.729309082,Silver,Woodward Hall East,Fretwell N
1733,11/13/2019,11:45:09,2410,1,on,35.309902191,-80.74193573,Silver,EPIC N,EPIC S
1748,11/13/2019,11:46:55,2402,2,on,35.311904907,-80.744018555,Silver,CRI Deck,Portal W
1777,11/13/2019,11:50:57,2402,2,on,35.309642792,-80.742195129,Silver,CRI Deck,EPIC S
1795,11/13/2019,11:53:40,2402,1,on,35.30796051,-80.734519958,Silver,CRI Deck,Woodward Hall East
1801,11/13/2019,11:54:40,2402,6,off,35.308071136,-80.732719421,Silver,CRI Deck,Student Union E
1808,11/13/2019,11:55:50,2402,2,on,35.308036804,-80.73034668,Silver,CRI Deck,Aux Services East
1810,11/13/2019,11:55:52,2402,2,off,35.308036804,-80.73034668,Silver,CRI Deck,Aux Services East
1819,11/13/2019,11:57:36,2402,1,on,35.309059143,-80.729278564,Silver,CRI Deck,Hickory Hall North
1820,11/13/2019,11:57:43,2411,1,on,35.309833527,-80.741783142,Silver,EPIC N,EPIC S
1830,11/13/2019,11:58:56,2402,1,off,35.310260773,-80.726661682,Silver,CRI Deck,Martin Hall
1831,11/13/2019,11:59:10,2402,6,on,35.310245514,-80.726669312,Silver,CRI Deck,Martin Hall
1840,11/13/2019,12:00:20,2402,2,off,35.308696747,-80.725105286,Silver,CRI Deck,Lot 6
1849,11/13/2019,12:01:34,2402,1,off,35.307231903,-80.725257874,Silver,CRI Deck,Lot 5A
1850,11/13/2019,12:01:36,2402,1,on,35.307296753,-80.725257874,Silver,CRI Deck,Lot 5A
1855,11/13/2019,12:02:22,2410,3,on,35.307518005,-80.730003357,Silver,East Deck 2,Fretwell N
1856,11/13/2019,12:02:24,2410,12,off,35.30752182,-80.729873657,Silver,East Deck 2,Fretwell N
1874,11/13/2019,12:03:48,2402,1,on,35.307346344,-80.7293396,Silver,CRI Deck,Fretwell N
1875,11/13/2019,12:03:48,2402,3,off,35.307346344,-80.7293396,Silver,CRI Deck,Fretwell N
1886,11/13/2019,12:04:59,2401,10,on,35.312145233,-80.733047485,Green,Wallis Hall W/Light Rail,Wallis Hall E/Light Rail
1887,11/13/2019,12:05:06,2402,4,off,35.308139801,-80.732658386,Silver,CRI Deck,Student Union W
1889,11/13/2019,12:05:38,2402,16,on,35.308013916,-80.732765198,Silver,CRI Deck,Student Union E
1905,11/13/2019,12:08:15,2401,2,on,35.30796051,-80.733345032,Green,Woodward Hall East,Student Union E
1916,11/13/2019,12:09:12,2402,8,off,35.310935974,-80.741462708,Silver,CRI Deck,Grigg Hall W
1921,11/13/2019,12:10:16,2402,2,off,35.312793732,-80.740882874,Silver,CRI Deck,Motor Sports
1924,11/13/2019,12:10:23,2409,19,on,35.30991745,-80.74180603,Silver,EPIC N,EPIC S
1929,11/13/2019,12:11:22,2402,4,off,35.31111908,-80.743080139,Silver,PORTAL East,Portal W
1930,11/13/2019,12:11:38,2402,16,on,35.311084747,-80.743118286,Silver,PORTAL East,Portal W
1943,11/13/2019,12:12:54,2402,3,on,35.309429169,-80.744148254,Silver,PORTAL East,CRI Deck
1946,11/13/2019,12:12:56,2402,3,off,35.309429169,-80.744148254,Silver,PORTAL East,CRI Deck
2027,11/13/2019,12:22:28,2410,5,on,35.311660767,-80.743019104,Silver,CRI Deck,PORTAL East
2032,11/13/2019,12:23:12,2410,4,on,35.312320709,-80.742332458,Silver,PORTAL East,Duke Centennial Hall East
2048,11/13/2019,12:25:26,2410,11,on,35.309955597,-80.742042542,Silver,EPIC N,EPIC S
2080,11/13/2019,12:29:20,2407,1,on,35.309684753,-80.741737366,Silver,EPIC N,EPIC S
2101,11/13/2019,12:33:59,2412,2,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2102,11/13/2019,12:34:01,2412,2,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2105,11/13/2019,12:34:12,2411,4,on,35.309913635,-80.741867065,Silver,EPIC N,EPIC S
2117,11/13/2019,12:35:41,2412,3,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2118,11/13/2019,12:35:43,2412,4,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2133,11/13/2019,12:37:35,2412,2,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2144,11/13/2019,12:38:55,2412,1,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2145,11/13/2019,12:39:01,2412,3,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2156,11/13/2019,12:41:02,2409,3,on,35.309913635,-80.741897583,Silver,EPIC N,EPIC S
2157,11/13/2019,12:41:09,2412,1,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2161,11/13/2019,12:42:12,2412,6,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2164,11/13/2019,12:42:28,2409,1,on,35.307655334,-80.740028381,Silver,EPIC N,Athletics Complex E
2178,11/13/2019,12:44:52,2412,2,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2181,11/13/2019,12:44:58,2412,7,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2190,11/13/2019,12:46:36,2412,1,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2191,11/13/2019,12:46:44,2412,4,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2219,11/13/2019,12:51:08,2412,1,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2220,11/13/2019,12:51:12,2412,3,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2231,11/13/2019,12:52:32,2412,1,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2232,11/13/2019,12:52:34,2412,2,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2239,11/13/2019,12:53:48,2402,1,on,35.310894012,-80.741210938,Silver,EPIC N,Grigg Hall W
2242,11/13/2019,12:53:58,2412,1,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2249,11/13/2019,12:55:06,2412,1,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2250,11/13/2019,12:55:12,2412,4,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2262,11/13/2019,12:57:16,2412,2,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2266,11/13/2019,12:58:02,2412,3,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2276,11/13/2019,12:59:46,2412,3,on,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2280,11/13/2019,13:00:34,2409,2,off,35.313465118,-80.741821289,Silver,Motor Sports,Duke Centennial Hall East
2281,11/13/2019,13:00:35,2401,1,on,35.308055878,-80.731536865,Green,Fretwell N,Aux Services East
2286,11/13/2019,13:01:14,2412,3,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2289,11/13/2019,13:02:26,2412,2,off,35.307624817,-80.730102539,Green,Student Health (Green) W,Fretwell N
2293,11/13/2019,13:02:42,2412,12,on,35.308063507,-80.732780457,Green,Student Health (Green) W,Student Union E
2297,11/13/2019,13:03:00,2401,2,on,35.308055878,-80.731536865,Green,North Deck,Aux Services East
2302,11/13/2019,13:04:06,2407,1,off,35.31237793,-80.741767883,Silver,Portal W,Duke Centennial Hall East
2304,11/13/2019,13:04:09,2407,3,on,35.31237793,-80.741767883,Silver,Portal W,Duke Centennial Hall East
2310,11/13/2019,13:05:36,2412,2,on,35.306983948,-80.729476929,Green,Student Health (Green) W,Fretwell S
2311,11/13/2019,13:05:38,2412,2,off,35.306983948,-80.729476929,Green,Student Health (Green) W,Fretwell S
2315,11/13/2019,13:06:06,2409,2,on,35.311946869,-80.742919922,Silver,CRI Deck,PORTAL East
2319,11/13/2019,13:06:32,2407,11,on,35.309913635,-80.741867065,Silver,Portal W,EPIC S
2323,11/13/2019,13:07:54,2412,6,off,35.305145264,-80.728187561,Green,Student Health (Green) W,Cato Hall N
2328,11/13/2019,13:08:42,2409,1,on,35.309295654,-80.741081238,Silver,Duke Centennial Hall East,EPIC S
2330,11/13/2019,13:09:02,2412,4,off,35.30348587,-80.729499817,Green,Student Health (Green) W,Robinson Hall S
2331,11/13/2019,13:09:04,2412,1,on,35.303482056,-80.729484558,Green,Student Health (Green) W,Robinson Hall S
2336,11/13/2019,13:10:24,2407,1,on,35.307910919,-80.734733582,Silver,Portal W,Woodward Hall East
2339,11/13/2019,13:10:54,2409,1,off,35.319065094,-80.749694824,Silver,Duke Centennial Hall East,Portal W
2342,11/13/2019,13:11:18,2412,3,on,35.304458618,-80.732772827,Green,Student Health (Green) W,Reese East
2343,11/13/2019,13:11:22,2412,2,off,35.304489136,-80.73274231,Green,Student Health (Green) W,Reese East
2345,11/13/2019,13:12:09,2407,7,off,35.308010101,-80.732872009,Silver,Portal W,Student Union E
2348,11/13/2019,13:12:32,2407,7,on,35.308013916,-80.732872009,Silver,Portal W,Student Union E
2351,11/13/2019,13:13:06,2409,3,off,35.312103271,-80.73840332,Silver,Duke Centennial Hall East,Motor Sports
2352,11/13/2019,13:13:12,2402,1,off,35.310314178,-80.739852905,Silver,Motor Sports,EPIC N
2354,11/13/2019,13:13:31,2411,9,on,35.309913635,-80.741836548,Silver,EPIC N,EPIC S
2355,11/13/2019,13:13:40,2409,4,on,35.310287476,-80.735961914,Silver,Duke Centennial Hall East,Belk Hall S
2356,11/13/2019,13:13:42,2407,6,off,35.308013916,-80.730491638,Silver,Portal W,Aux Services East
2357,11/13/2019,13:13:46,2407,8,on,35.308013916,-80.730491638,Silver,Portal W,Aux Services East
2362,11/13/2019,13:14:34,2412,2,on,35.30109787,-80.735786438,Green,Student Health (Green) W,South Village Deck
2364,11/13/2019,13:14:40,2412,11,off,35.301109314,-80.735794067,Green,Student Health (Green) W,South Village Deck
2367,11/13/2019,13:15:07,2409,2,off,35.310344696,-80.733695984,Silver,Duke Centennial Hall East,Wallis Hall W/Light Rail
2369,11/13/2019,13:15:26,2402,1,off,35.310752869,-80.74420929,Silver,CRI Deck,Portal W
2371,11/13/2019,13:15:59,2407,5,off,35.310653687,-80.729309082,Silver,Portal W,Student Health N
2374,11/13/2019,13:16:30,2412,1,on,35.302131653,-80.732780457,Green,Student Health (Green) W,Levine Hall E
2377,11/13/2019,13:16:47,2409,1,off,35.30960083,-80.732673645,Silver,Duke Centennial Hall East,Student Union W
2381,11/13/2019,13:17:32,2407,4,off,35.310283661,-80.726676941,Silver,Portal W,Martin Hall
2382,11/13/2019,13:17:39,2407,9,on,35.310283661,-80.726676941,Silver,Portal W,Martin Hall
2389,11/13/2019,13:18:28,2412,1,on,35.303398132,-80.729522705,Green,Student Health (Green) W,Robinson Hall N
2393,11/13/2019,13:18:44,2407,5,off,35.308776855,-80.725074768,Silver,Portal W,Lot 6
2394,11/13/2019,13:18:54,2407,11,on,35.308784485,-80.725105286,Silver,Portal W,Lot 6
2398,11/13/2019,13:19:48,2412,1,off,35.305103302,-80.728256226,Green,Student Health (Green) W,Cato Hall S
2400,11/13/2019,13:20:00,2407,2,off,35.307197571,-80.725250244,Silver,Portal W,Lot 5A
2407,11/13/2019,13:20:32,2409,1,off,35.311477661,-80.728523254,Silver,Duke Centennial Hall East,Martin Hall
2408,11/13/2019,13:20:34,2409,2,on,35.311477661,-80.728523254,Silver,Duke Centennial Hall East,Martin Hall
2411,11/13/2019,13:20:52,2407,14,on,35.306324005,-80.72694397,Silver,Portal W,East Deck 2
2419,11/13/2019,13:22:06,2412,1,on,35.307514191,-80.729309082,Green,Student Health (Green) W,Fretwell N
2420,11/13/2019,13:22:08,2409,2,off,35.30915451,-80.725662231,Silver,Duke Centennial Hall East,Lot 6
2421,11/13/2019,13:22:10,2409,2,on,35.30915451,-80.725662231,Silver,Duke Centennial Hall East,Lot 6
2425,11/13/2019,13:22:44,2407,5,on,35.307613373,-80.729316711,Silver,Portal W,Fretwell N
2426,11/13/2019,13:22:46,2402,3,on,35.313209534,-80.742050171,Silver,CRI Deck,Duke Centennial Hall East
2427,11/13/2019,13:22:52,2407,2,on,35.307613373,-80.729309082,Silver,Portal W,Fretwell N
2428,11/13/2019,13:22:52,2407,11,off,35.307613373,-80.729309082,Silver,Portal W,Fretwell N
2431,11/13/2019,13:23:16,2409,2,on,35.307079315,-80.725158691,Silver,Duke Centennial Hall East,Lot 5A
2433,11/13/2019,13:23:49,2412,2,off,35.310745239,-80.729301453,Green,Student Health (Green) W,Student Health N
2435,11/13/2019,13:24:22,2407,17,off,35.30809021,-80.732658386,Silver,Portal W,Student Union E
2436,11/13/2019,13:24:26,2407,1,on,35.30809021,-80.732658386,Silver,Portal W,Student Union E
2446,11/13/2019,13:25:30,2407,32,on,35.308086395,-80.732681274,Silver,Portal W,Student Union E
2447,11/13/2019,13:25:36,2402,20,on,35.313209534,-80.742050171,Silver,CRI Deck,Duke Centennial Hall East
2448,11/13/2019,13:25:58,2409,2,off,35.307910919,-80.729881287,Silver,Duke Centennial Hall East,Fretwell N
2454,11/13/2019,13:26:44,2402,2,on,35.313209534,-80.742050171,Silver,CRI Deck,Duke Centennial Hall East
2459,11/13/2019,13:27:47,2409,4,off,35.308246613,-80.733024597,Silver,Duke Centennial Hall East,Student Union E
2465,11/13/2019,13:28:27,2402,2,on,35.306991577,-80.733909607,Silver,CRI Deck,Woodward Hall East
2466,11/13/2019,13:28:31,2402,4,off,35.30701828,-80.733924866,Silver,CRI Deck,Woodward Hall East
2468,11/13/2019,13:28:34,2409,8,on,35.308433533,-80.73323822,Silver,Duke Centennial Hall East,Student Union E
2478,11/13/2019,13:29:51,2402,12,off,35.307189941,-80.732048035,Silver,CRI Deck,Student Union E
2479,11/13/2019,13:30:11,2402,15,on,35.307949066,-80.732658386,Silver,CRI Deck,Student Union E
2484,11/13/2019,13:30:50,2407,40,off,35.312858582,-80.741012573,Silver,Portal W,Motor Sports
2486,11/13/2019,13:31:17,2402,4,off,35.30777359,-80.730209351,Silver,CRI Deck,Aux Services East
2487,11/13/2019,13:31:19,2402,3,on,35.30777359,-80.730209351,Silver,CRI Deck,Aux Services East
2496,11/13/2019,13:31:58,2409,1,off,35.309215546,-80.741172791,Silver,Duke Centennial Hall East,EPIC S
2502,11/13/2019,13:32:50,2403,1,off,35.301700592,-80.732650757,Gold,Levine Hall W,Levine Hall E
2506,11/13/2019,13:33:19,2402,2,on,35.310504913,-80.729034424,Silver,CRI Deck,Student Health N
2507,11/13/2019,13:33:21,2402,5,off,35.310504913,-80.729034424,Silver,CRI Deck,Student Health N
2518,11/13/2019,13:35:07,2402,6,on,35.312503815,-80.728401184,Silver,CRI Deck,Martin Hall
2519,11/13/2019,13:35:13,2402,10,off,35.312213898,-80.728210449,Silver,CRI Deck,Martin Hall
2526,11/13/2019,13:36:33,2402,3,on,35.308986664,-80.725189209,Silver,CRI Deck,Lot 6
2527,11/13/2019,13:36:35,2402,6,off,35.308753967,-80.725028992,Silver,CRI Deck,Lot 6
2537,11/13/2019,13:38:37,2402,7,off,35.305896759,-80.724861145,Silver,CRI Deck,Lot 5A
2539,11/13/2019,13:38:43,2402,8,on,35.305923462,-80.724853516,Silver,CRI Deck,Lot 5A
2542,11/13/2019,13:38:55,2407,4,on,35.30991745,-80.741897583,Silver,EPIC N,EPIC S
2550,11/13/2019,13:41:13,2402,1,on,35.307754517,-80.729576111,Silver,Lot 5A,Fretwell N
2551,11/13/2019,13:41:15,2402,4,off,35.307754517,-80.729576111,Silver,Lot 5A,Fretwell N
2556,11/13/2019,13:42:02,2403,1,off,35.308578491,-80.733581543,Gold,Reese East,Student Union E
2557,11/13/2019,13:42:14,2403,3,on,35.309013367,-80.734420776,Gold,Reese East,Woodward Hall East
2560,11/13/2019,13:42:53,2402,11,off,35.310497284,-80.736335754,Silver,Lot 5A,Belk Hall S
2564,11/13/2019,13:43:35,2402,23,on,35.310016632,-80.735061646,Silver,Lot 5A,Belk Hall S
2566,11/13/2019,13:43:48,2409,3,on,35.309844971,-80.741706848,Silver,EPIC N,EPIC S
2572,11/13/2019,13:44:32,2403,1,off,35.3097229,-80.737060547,Gold,Reese East,Union Deck/Belk N
2582,11/13/2019,13:46:06,2403,2,off,35.311859131,-80.733314514,Gold,Reese East,Wallis Hall W/Light Rail
2588,11/13/2019,13:46:52,2403,1,on,35.31186676,-80.733337402,Gold,Reese East,Wallis Hall W/Light Rail
2591,11/13/2019,13:46:55,2402,9,off,35.310653687,-80.740905762,Silver,Lot 5A,Grigg Hall W
2599,11/13/2019,13:48:07,2402,1,off,35.312843323,-80.740943909,Silver,Lot 5A,Motor Sports
2616,11/13/2019,13:49:52,2403,1,on,35.30916214,-80.729606628,Gold,Reese East,Hickory Hall South
2620,11/13/2019,13:50:41,2402,16,off,35.309902191,-80.745605469,Silver,Lot 5A,CRI Deck
2621,11/13/2019,13:50:43,2402,1,on,35.309799194,-80.745368958,Silver,Lot 5A,CRI Deck
2622,11/13/2019,13:50:58,2403,1,off,35.306926727,-80.729667664,Gold,Reese East,Fretwell S
2630,11/13/2019,13:52:19,2402,1,off,35.309574127,-80.744300842,Silver,Lot 5A,CRI Deck
2644,11/13/2019,13:53:59,2410,1,on,35.309864044,-80.741874695,Silver,EPIC N,EPIC S
2666,11/13/2019,13:57:22,2403,11,on,35.301670074,-80.73664093,Gold,Robinson Hall N,Hunt Hall
2677,11/13/2019,13:58:35,2402,16,on,35.312038422,-80.740646362,Silver,Lot 5A,Motor Sports
2690,11/13/2019,14:00:49,2402,3,on,35.310539246,-80.743370056,Silver,EPIC N,Portal W
2724,11/13/2019,14:05:18,2402,6,on,35.309246063,-80.741104126,Silver,EPIC N,EPIC S
2725,11/13/2019,14:05:24,2402,19,off,35.309246063,-80.741104126,Silver,EPIC N,EPIC S
2744,11/13/2019,14:07:54,2402,4,off,35.309246063,-80.741104126,Silver,EPIC N,EPIC S
2745,11/13/2019,14:07:56,2402,4,on,35.309246063,-80.741104126,Silver,EPIC N,EPIC S
2757,11/13/2019,14:09:19,2407,6,on,35.309894562,-80.741844177,Silver,EPIC N,EPIC S
2758,11/13/2019,14:09:24,2402,4,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2759,11/13/2019,14:09:26,2402,7,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2766,11/13/2019,14:10:56,2402,8,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2769,11/13/2019,14:11:34,2402,2,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2779,11/13/2019,14:13:04,2402,6,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2784,11/13/2019,14:13:24,2402,4,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2792,11/13/2019,14:14:50,2402,3,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2793,11/13/2019,14:14:52,2402,11,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2796,11/13/2019,14:15:22,2403,2,off,35.311946869,-80.733795166,Gold,Wallis Hall E/Light Rail,Wallis Hall W/Light Rail
2797,11/13/2019,14:15:45,2403,9,on,35.311985016,-80.73387146,Gold,Wallis Hall E/Light Rail,Wallis Hall W/Light Rail
2815,11/13/2019,14:17:40,2402,13,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2849,11/13/2019,14:21:38,2402,1,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2850,11/13/2019,14:21:39,2411,10,on,35.309867859,-80.741775513,Silver,EPIC N,EPIC S
2867,11/13/2019,14:23:52,2402,21,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2885,11/13/2019,14:25:54,2402,1,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2887,11/13/2019,14:26:07,2410,3,on,35.30997467,-80.741874695,Silver,EPIC N,EPIC S
2888,11/13/2019,14:26:10,2402,1,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2926,11/13/2019,14:31:28,2402,1,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2940,11/13/2019,14:33:20,2402,4,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2949,11/13/2019,14:34:28,2402,2,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2970,11/13/2019,14:37:24,2402,3,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2975,11/13/2019,14:38:16,2407,4,on,35.30991745,-80.741836548,Silver,EPIC N,EPIC S
2977,11/13/2019,14:38:20,2402,5,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2989,11/13/2019,14:40:00,2402,1,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2997,11/13/2019,14:41:12,2402,2,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
2998,11/13/2019,14:41:36,2402,2,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
3008,11/13/2019,14:42:55,2402,2,off,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
3009,11/13/2019,14:42:59,2402,2,on,35.309246063,-80.741104126,Silver,Martin Hall,EPIC S
3017,11/13/2019,14:44:19,2402,2,on,35.309246063,-80.741104126,Silver,Lot 5A,EPIC S
3018,11/13/2019,14:45:01,2402,4,off,35.309246063,-80.741104126,Silver,Lot 5A,EPIC S
3027,11/13/2019,14:46:27,2402,1,off,35.309246063,-80.741104126,Silver,Lot 5A,EPIC S
