,Date,Time,Bus,Count,On off,Latitude,Longitude,Route,Stop,CorrectStop
3036,11/13/2019,14:47:39,2402,3,off,35.309246063,-80.741104126,Silver,Lot 5A,EPIC S
3044,11/13/2019,14:49:25,2402,4,on,35.309246063,-80.741104126,Silver,Lot 5A,EPIC S
3048,11/13/2019,14:49:39,2402,2,off,35.309246063,-80.741104126,Silver,Lot 5A,EPIC S
3063,11/13/2019,14:51:49,2402,1,on,35.309246063,-80.741104126,Silver,Lot 5A,EPIC S
3065,11/13/2019,14:51:52,2409,2,on,35.308750153,-80.735244751,Silver,CRI Deck,Woodward Hall East
3075,11/13/2019,14:53:01,2409,1,on,35.307994843,-80.732543945,Silver,CRI Deck,Student Union E
3078,11/13/2019,14:53:52,2409,2,off,35.308040619,-80.730392456,Silver,CRI Deck,Aux Services East
3100,11/13/2019,14:57:51,2410,2,on,35.3111763,-80.741264343,Silver,Duke Centennial Hall East,Grigg Hall E
3101,11/13/2019,14:58:04,2406,3,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3102,11/13/2019,14:58:24,2409,7,on,35.307209015,-80.725257874,Silver,CRI Deck,Lot 5A
3103,11/13/2019,14:58:31,2410,2,on,35.310005188,-80.741744995,Silver,EPIC N,EPIC S
3104,11/13/2019,14:59:02,2409,7,off,35.30632019,-80.726783752,Silver,CRI Deck,East Deck 2
3109,11/13/2019,14:59:48,2406,1,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3111,11/13/2019,14:59:54,2406,3,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3113,11/13/2019,15:00:16,2409,1,on,35.307567596,-80.729309082,Silver,CRI Deck,Fretwell N
3114,11/13/2019,15:00:18,2409,2,off,35.307567596,-80.729309082,Silver,CRI Deck,Fretwell N
3121,11/13/2019,15:01:22,2409,4,off,35.30814743,-80.732650757,Silver,CRI Deck,Student Union W
3123,11/13/2019,15:01:28,2406,2,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3124,11/13/2019,15:01:51,2402,1,on,35.309913635,-80.741851807,Silver,EPIC N,EPIC S
3125,11/13/2019,15:01:56,2409,4,on,35.308109283,-80.732849121,Silver,CRI Deck,Student Union E
3130,11/13/2019,15:02:44,2406,1,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3132,11/13/2019,15:02:50,2406,3,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3134,11/13/2019,15:03:14,2407,3,off,35.311565399,-80.74256897,Silver,Motor Sports,PORTAL East
3140,11/13/2019,15:04:20,2406,1,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3152,11/13/2019,15:06:05,2409,2,off,35.312824249,-80.74105072,Silver,CRI Deck,Motor Sports
3157,11/13/2019,15:06:49,2406,1,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3159,11/13/2019,15:06:59,2409,1,off,35.311031342,-80.743118286,Silver,PORTAL East,Portal W
3167,11/13/2019,15:08:03,2409,1,off,35.309448242,-80.74407196,Silver,PORTAL East,CRI Deck
3171,11/13/2019,15:09:07,2406,1,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3173,11/13/2019,15:09:15,2407,1,on,35.309955597,-80.741752625,Silver,EPIC N,EPIC S
3178,11/13/2019,15:09:56,2406,4,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3188,11/13/2019,15:11:24,2406,1,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3192,11/13/2019,15:12:02,2406,1,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3214,11/13/2019,15:14:12,2406,4,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3217,11/13/2019,15:14:41,2409,2,on,35.309844971,-80.741790771,Silver,EPIC N,EPIC S
3226,11/13/2019,15:15:36,2406,4,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3241,11/13/2019,15:18:00,2406,2,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3249,11/13/2019,15:19:06,2406,1,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3251,11/13/2019,15:19:54,2406,3,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3259,11/13/2019,15:21:14,2406,2,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3260,11/13/2019,15:21:16,2406,1,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3267,11/13/2019,15:22:46,2406,1,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3268,11/13/2019,15:22:50,2406,2,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3274,11/13/2019,15:23:42,2411,3,on,35.309890747,-80.741828918,Silver,EPIC N,EPIC S
3277,11/13/2019,15:23:58,2406,1,on,35.311786652,-80.731628418,Green,North Deck,Student Health E
3287,11/13/2019,15:25:44,2406,1,off,35.311786652,-80.731628418,Green,North Deck,Student Health E
3316,11/13/2019,15:30:52,2407,3,off,35.31218338,-80.741752625,Silver,Motor Sports,Duke Centennial Hall East
3317,11/13/2019,15:30:58,2406,3,off,35.311786652,-80.731628418,Green,Student Health (Green) W,Student Health E
3320,11/13/2019,15:31:58,2406,2,on,35.311786652,-80.731628418,Green,Student Health (Green) W,Student Health E
3325,11/13/2019,15:32:44,2410,7,on,35.309921265,-80.741821289,Silver,EPIC N,EPIC S
3328,11/13/2019,15:33:02,2407,1,on,35.310100555,-80.743263245,Silver,CRI Deck,Portal W
3344,11/13/2019,15:36:11,2403,5,off,35.307003021,-80.729522705,Gold,Fretwell N,Fretwell S
3345,11/13/2019,15:36:13,2403,6,on,35.307003021,-80.729522705,Gold,Fretwell N,Fretwell S
3363,11/13/2019,15:38:56,2407,5,on,35.309661865,-80.74206543,Silver,EPIC N,EPIC S
3371,11/13/2019,15:40:43,2403,6,off,35.301231384,-80.735580444,Gold,Fretwell N,Hunt Hall
3373,11/13/2019,15:40:55,2403,6,on,35.30122757,-80.735580444,Gold,Fretwell N,Hunt Hall
3378,11/13/2019,15:41:42,2407,9,off,35.308364868,-80.732254028,Silver,Woodward Hall East,Student Union W
3379,11/13/2019,15:41:48,2407,9,on,35.30834198,-80.732276917,Silver,Woodward Hall East,Student Union W
3387,11/13/2019,15:43:00,2403,2,on,35.304218292,-80.734931946,Gold,Fretwell N,Cone Deck W
3394,11/13/2019,15:43:48,2403,1,off,35.30437851,-80.732841492,Gold,Fretwell N,Reese East
3402,11/13/2019,15:44:56,2407,2,on,35.310501099,-80.729705811,Silver,Aux Services East,Student Health N
3403,11/13/2019,15:44:58,2407,5,off,35.310523987,-80.72971344,Silver,Aux Services East,Student Health N
3410,11/13/2019,15:46:00,2403,3,on,35.303501129,-80.729095459,Gold,Fretwell N,Robinson Hall S
3412,11/13/2019,15:46:12,2407,2,on,35.310333252,-80.726615906,Silver,Aux Services East,Martin Hall
3413,11/13/2019,15:46:15,2407,3,off,35.310329437,-80.726615906,Silver,Aux Services East,Martin Hall
3414,11/13/2019,15:46:15,2409,3,on,35.309921265,-80.741836548,Silver,EPIC N,EPIC S
3418,11/13/2019,15:47:20,2403,1,on,35.305107117,-80.728157043,Gold,Fretwell N,Cato Hall N
3419,11/13/2019,15:47:20,2407,1,on,35.308681488,-80.725151062,Silver,Aux Services East,Lot 6
3420,11/13/2019,15:47:22,2403,2,off,35.305114746,-80.728111267,Gold,Fretwell N,Cato Hall N
3422,11/13/2019,15:47:25,2407,3,off,35.308654785,-80.725189209,Silver,Aux Services East,Lot 6
3433,11/13/2019,15:48:40,2407,1,off,35.307201385,-80.725280762,Silver,Aux Services East,Lot 5A
3441,11/13/2019,15:50:12,2407,1,on,35.306293488,-80.726921082,Silver,Aux Services East,East Deck 2
3452,11/13/2019,15:51:55,2407,2,off,35.307582855,-80.729385376,Silver,Aux Services East,Fretwell N
3459,11/13/2019,15:52:18,2407,4,on,35.307842255,-80.729049683,Silver,Aux Services East,Fretwell N
3469,11/13/2019,15:54:25,2407,2,off,35.30821991,-80.732505798,Silver,Aux Services East,Student Union W
3470,11/13/2019,15:54:32,2407,4,on,35.30821991,-80.732505798,Silver,Aux Services East,Student Union W
3481,11/13/2019,15:55:41,2411,1,off,35.309879303,-80.74181366,Silver,EPIC N,EPIC S
3484,11/13/2019,15:55:58,2406,3,on,35.310276031,-80.728858948,Green,Student Health N,Martin Hall
3485,11/13/2019,15:56:05,2411,15,on,35.309879303,-80.74181366,Silver,EPIC N,EPIC S
3522,11/13/2019,16:01:06,2407,8,off,35.311519623,-80.742645264,Silver,Aux Services East,PORTAL East
3525,11/13/2019,16:01:47,2406,4,off,35.312309265,-80.73298645,Green,North Deck,Wallis Hall E/Light Rail
3530,11/13/2019,16:02:21,2407,1,on,35.309440613,-80.744056702,Silver,Aux Services East,CRI Deck
3532,11/13/2019,16:02:25,2407,2,off,35.309448242,-80.744026184,Silver,Aux Services East,CRI Deck
3536,11/13/2019,16:02:51,2406,5,on,35.312530518,-80.732933044,Green,North Deck,Wallis Hall E/Light Rail
3537,11/13/2019,16:02:58,2410,1,on,35.309913635,-80.741844177,Silver,EPIC N,EPIC S
3542,11/13/2019,16:03:47,2407,1,on,35.309474945,-80.743965149,Silver,Aux Services East,CRI Deck
3562,11/13/2019,16:06:47,2407,5,on,35.312332153,-80.741729736,Silver,Aux Services East,Duke Centennial Hall East
3577,11/13/2019,16:08:43,2407,3,on,35.309879303,-80.741867065,Silver,Aux Services East,EPIC S
3592,11/13/2019,16:11:39,2406,3,on,35.30556488,-80.730911255,Green,Fretwell S,Aux Services East
3637,11/13/2019,16:18:43,2409,4,on,35.309886932,-80.741851807,Silver,EPIC N,EPIC S
3653,11/13/2019,16:21:19,2406,1,on,35.301948547,-80.732879639,Green,Levine Hall E,Levine Hall W
3655,11/13/2019,16:21:23,2406,3,off,35.301956177,-80.73286438,Green,Levine Hall E,Levine Hall W
3668,11/13/2019,16:23:48,2408,9,off,35.302028656,-80.735786438,Gold,Cone Deck East,Hunt Hall
3690,11/13/2019,16:27:08,2411,5,on,35.309902191,-80.741851807,Silver,EPIC N,EPIC S
3701,11/13/2019,16:28:50,2408,2,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3711,11/13/2019,16:30:36,2408,2,off,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3714,11/13/2019,16:30:40,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3721,11/13/2019,16:32:04,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3728,11/13/2019,16:32:45,2410,7,on,35.309806824,-80.741775513,Silver,EPIC N,EPIC S
3733,11/13/2019,16:33:51,2407,5,off,35.31155014,-80.742675781,Silver,Motor Sports,PORTAL East
3734,11/13/2019,16:33:56,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3746,11/13/2019,16:35:49,2406,1,on,35.308357239,-80.734588623,Green,Belk Hall S,Woodward Hall East
3750,11/13/2019,16:36:12,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3757,11/13/2019,16:37:17,2406,3,off,35.308223724,-80.732559204,Green,Belk Hall S,Student Union W
3759,11/13/2019,16:37:27,2406,9,on,35.308261871,-80.732627869,Green,Belk Hall S,Student Union W
3763,11/13/2019,16:38:02,2408,4,off,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3768,11/13/2019,16:38:29,2406,1,off,35.308124542,-80.73046875,Green,Belk Hall S,Aux Services East
3773,11/13/2019,16:39:08,2408,6,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3779,11/13/2019,16:39:41,2406,2,off,35.306613922,-80.729774475,Green,Belk Hall S,Fretwell S
3790,11/13/2019,16:42:02,2407,4,on,35.309768677,-80.741897583,Silver,EPIC N,EPIC S
3793,11/13/2019,16:42:44,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3794,11/13/2019,16:42:54,2408,4,off,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3804,11/13/2019,16:44:50,2408,2,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3810,11/13/2019,16:45:37,2408,3,off,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3819,11/13/2019,16:46:52,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3821,11/13/2019,16:46:55,2409,1,on,35.309909821,-80.741851807,Silver,EPIC N,EPIC S
3833,11/13/2019,16:48:06,2408,6,off,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3864,11/13/2019,16:53:58,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3882,11/13/2019,16:56:26,2408,2,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3884,11/13/2019,16:57:04,2411,4,on,35.309898376,-80.741889954,Silver,EPIC N,EPIC S
3887,11/13/2019,16:57:42,2408,1,off,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3892,11/13/2019,16:58:20,2408,3,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3907,11/13/2019,17:00:07,2407,1,off,35.311569214,-80.742630005,Silver,Motor Sports,PORTAL East
3920,11/13/2019,17:02:23,2408,1,on,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3921,11/13/2019,17:02:25,2408,4,off,35.303161621,-80.732528687,Gold,Reese East,Levine Hall E
3922,11/13/2019,17:02:26,2410,9,on,35.309906006,-80.742050171,Silver,EPIC N,EPIC S
3957,11/13/2019,17:07:39,2407,4,on,35.309871674,-80.742034912,Silver,EPIC N,EPIC S
3959,11/13/2019,17:07:45,2408,7,on,35.307239532,-80.729560852,Gold,Reese East,Fretwell N
3988,11/13/2019,17:12:15,2408,8,off,35.301132202,-80.735664368,Gold,Robinson Hall N,Hunt Hall
3991,11/13/2019,17:12:25,2408,6,on,35.301078796,-80.73563385,Gold,Robinson Hall N,Hunt Hall
4001,11/13/2019,17:13:43,2408,1,on,35.301239014,-80.735977173,Gold,Robinson Hall N,Hunt Hall
4016,11/13/2019,17:16:12,2409,27,on,35.309909821,-80.741783142,Silver,EPIC N,EPIC S
4018,11/13/2019,17:16:23,2408,3,off,35.301029205,-80.735641479,Gold,Robinson Hall N,Hunt Hall
4050,11/13/2019,17:21:29,2401,1,off,35.311714172,-80.730575562,Green,Student Health (Green) W,Student Health E
4094,11/13/2019,17:27:47,2408,1,on,35.30821228,-80.732185364,Gold,Fretwell N,Student Union W
4095,11/13/2019,17:27:49,2408,5,off,35.308242798,-80.732223511,Gold,Fretwell N,Student Union W
4126,11/13/2019,17:33:19,2407,12,off,35.311431885,-80.74256134,Silver,Motor Sports,PORTAL East
4132,11/13/2019,17:34:18,2411,11,on,35.309898376,-80.741844177,Silver,EPIC N,EPIC S
4161,11/13/2019,17:39:03,2410,4,on,35.309928894,-80.741905212,Silver,EPIC N,EPIC S
4191,11/13/2019,17:45:32,2407,1,on,35.309959412,-80.741844177,Silver,EPIC N,EPIC S
4257,11/13/2019,17:56:26,2409,1,on,35.309883118,-80.741783142,Silver,EPIC N,EPIC S
4266,11/13/2019,17:57:39,2408,1,on,35.310916901,-80.737724304,Gold,Union Deck/Belk N,Belk Hall S
4298,11/13/2019,18:04:53,2406,3,on,35.313930511,-80.734390259,Green,North Deck,Wallis Hall W/Light Rail
4336,11/13/2019,18:11:22,2411,1,on,35.309928894,-80.741836548,Silver,EPIC N,EPIC S
4395,11/13/2019,18:22:28,2409,1,off,35.311668396,-80.742774963,Silver,Motor Sports,PORTAL East
4405,11/13/2019,18:24:04,2409,3,off,35.309295654,-80.744926453,Silver,Portal W,CRI Deck
4448,11/13/2019,18:31:12,2409,3,on,35.309913635,-80.741897583,Silver,EPIC N,EPIC S
4475,11/13/2019,18:36:25,2401,2,off,35.312000275,-80.733078003,Green,North Deck,Wallis Hall E/Light Rail
4491,11/13/2019,18:38:24,2410,4,off,35.310470581,-80.743988037,Silver,Portal W,CRI Deck
4501,11/13/2019,18:39:43,2411,5,on,35.30991745,-80.741851807,Silver,EPIC N,EPIC S
4529,11/13/2019,18:44:45,2410,2,on,35.310009003,-80.741744995,Silver,EPIC N,EPIC S
4534,11/13/2019,18:45:52,2407,3,off,35.311603546,-80.742599487,Silver,Motor Sports,PORTAL East
4575,11/13/2019,18:51:23,2407,5,on,35.309860229,-80.74181366,Silver,EPIC N,EPIC S
4577,11/13/2019,18:51:33,2411,1,off,35.305526733,-80.727729797,Silver,East Deck 2,Cato Hall N
4631,11/13/2019,19:00:09,2409,5,on,35.309925079,-80.741859436,Silver,EPIC N,EPIC S
4656,11/13/2019,19:04:47,2401,6,on,35.312019348,-80.733192444,Green,North Deck,Wallis Hall W/Light Rail
4657,11/13/2019,19:04:51,2401,6,off,35.312019348,-80.733192444,Green,North Deck,Wallis Hall W/Light Rail
4663,11/13/2019,19:06:57,2411,1,on,35.309909821,-80.741821289,Silver,EPIC N,EPIC S
4687,11/13/2019,19:12:03,2410,7,off,35.311767578,-80.742706299,Silver,Portal W,PORTAL East
4709,11/13/2019,19:15:56,2412,1,on,35.31457901,-80.733512878,Green,North Deck,Wallis Hall W/Light Rail
4716,11/13/2019,19:18:08,2410,1,on,35.309986115,-80.741729736,Silver,EPIC N,EPIC S
4763,11/13/2019,19:29:26,2401,4,off,35.31199646,-80.733184814,Green,North Deck,Wallis Hall W/Light Rail
4766,11/13/2019,19:30:08,2409,1,on,35.311191559,-80.741287231,Silver,Duke Centennial Hall East,Grigg Hall E
4768,11/13/2019,19:30:40,2409,1,on,35.309886932,-80.741836548,Silver,EPIC N,EPIC S
4796,11/13/2019,19:36:22,2411,1,on,35.309913635,-80.741828918,Silver,EPIC N,EPIC S
4829,11/13/2019,19:44:48,2407,1,off,35.311653137,-80.742630005,Silver,Motor Sports,PORTAL East
4834,11/13/2019,19:46:16,2407,1,on,35.309429169,-80.744812012,Silver,Portal W,CRI Deck
4851,11/13/2019,19:51:44,2407,1,off,35.309894562,-80.741844177,Silver,EPIC N,EPIC S
4853,11/13/2019,19:51:46,2407,1,on,35.309894562,-80.741844177,Silver,EPIC N,EPIC S
4901,11/13/2019,20:00:49,2409,4,on,35.308353424,-80.73223114,Silver,Woodward Hall East,Student Union W
4922,11/13/2019,20:05:07,2411,1,on,35.309913635,-80.741821289,Silver,EPIC N,EPIC S
4987,11/13/2019,20:18:37,2401,1,on,35.307659149,-80.729454041,Green,Aux Services East,Fretwell N
4996,11/13/2019,20:20:25,2401,1,on,35.305648804,-80.728302002,Green,Fretwell S,Cato Hall S
5033,11/13/2019,20:28:10,2403,4,off,35.307281494,-80.729438782,Gold,Fretwell S,Fretwell N
5042,11/13/2019,20:30:08,2409,2,on,35.308727264,-80.729354858,Silver,Aux Services East,Hickory Hall North
5056,11/13/2019,20:33:42,2411,3,on,35.309902191,-80.741828918,Silver,EPIC N,EPIC S
5075,11/13/2019,20:38:57,2407,3,off,35.311412811,-80.74256897,Silver,Motor Sports,PORTAL East
5105,11/13/2019,20:47:39,2407,1,on,35.309860229,-80.741844177,Silver,EPIC N,EPIC S
5136,11/13/2019,20:55:57,2409,3,on,35.309997559,-80.74180603,Silver,EPIC N,EPIC S
5205,11/13/2019,21:16:20,2407,3,on,35.309997559,-80.741790771,Silver,EPIC N,EPIC S
5344,11/13/2019,21:54:58,2409,1,on,35.309886932,-80.741798401,Silver,EPIC N,EPIC S
5348,11/13/2019,21:56:14,2411,1,off,35.311645508,-80.742523193,Silver,Motor Sports,PORTAL East
5376,11/13/2019,22:06:17,2407,1,off,35.31212616,-80.741996765,Silver,Motor Sports,Duke Centennial Hall East
5410,11/13/2019,22:22:49,2411,1,off,35.312145233,-80.742050171,Silver,Motor Sports,Duke Centennial Hall East
5427,11/13/2019,22:30:49,2411,3,on,35.309898376,-80.741828918,Silver,EPIC N,EPIC S
5462,11/13/2019,22:48:12,2406,1,on,35.311882019,-80.733222961,Green,Wallis Hall W/Light Rail,Wallis Hall E/Light Rail
5463,11/13/2019,22:48:34,2406,1,off,35.31187439,-80.733222961,Green,Wallis Hall W/Light Rail,Wallis Hall E/Light Rail
5480,11/13/2019,22:58:21,2401,1,off,35.311828613,-80.733146667,Green,North Deck,Wallis Hall E/Light Rail
5492,11/13/2019,23:07:34,2401,3,off,35.301204681,-80.735534668,Green,Robinson Hall S,South Village Deck
5494,11/13/2019,23:08:44,2412,4,off,35.311908722,-80.73323822,Green,North Deck,Wallis Hall W/Light Rail
5501,11/13/2019,23:16:52,2411,2,off,35.309505463,-80.744750977,Silver,Portal W,CRI Deck
5517,11/13/2019,23:23:52,2411,2,on,35.309890747,-80.741859436,Silver,EPIC N,EPIC S
5519,11/13/2019,23:24:55,2406,1,on,35.311626434,-80.732818604,Green,North Deck,Wallis Hall E/Light Rail
5520,11/13/2019,23:24:57,2406,1,off,35.311626434,-80.732818604,Green,North Deck,Wallis Hall E/Light Rail
5532,11/13/2019,23:33:29,2412,1,off,35.311904907,-80.73323822,Green,North Deck,Wallis Hall W/Light Rail
5542,11/13/2019,23:38:39,2410,1,on,35.31004715,-80.742088318,Silver,EPIC N,EPIC S
5563,11/14/2019,0:00:48,2406,2,on,35.305107117,-80.734672546,Green,Reese East,Cone Deck W
5565,11/14/2019,0:02:24,2410,1,on,35.309883118,-80.741783142,Silver,Lot 6,EPIC S
5570,11/14/2019,0:06:02,2410,1,off,35.309810638,-80.736061096,Silver,Lot 6,Belk Hall S
5571,11/14/2019,0:06:04,2410,2,on,35.309810638,-80.736061096,Silver,Lot 6,Belk Hall S
5574,11/14/2019,0:09:42,2410,2,off,35.311477661,-80.729446411,Silver,Lot 6,Student Health N
5577,11/14/2019,0:11:54,2410,1,on,35.308338165,-80.727783203,Silver,Lot 6,Hickory Hall North
5578,11/14/2019,0:11:56,2410,1,off,35.308387756,-80.727935791,Silver,Lot 6,Hickory Hall North
5583,11/14/2019,0:15:44,2410,1,on,35.308815002,-80.730041504,Silver,Lot 6,Hickory Hall North
5586,11/14/2019,0:21:52,2412,1,off,35.301010132,-80.735557556,Green,Fretwell N,South Village Deck
5588,11/14/2019,0:23:31,2410,2,off,35.309406281,-80.744117737,Silver,Lot 6,CRI Deck
5596,11/14/2019,0:28:39,2410,1,on,35.309886932,-80.741821289,Silver,EPIC N,EPIC S
5605,11/14/2019,0:37:08,2411,1,off,35.311592102,-80.742469788,Silver,Motor Sports,PORTAL East
5609,11/14/2019,0:39:14,2408,1,off,35.303199768,-80.732719421,Gold,Fretwell S,Levine Hall E
5613,11/14/2019,0:46:08,2408,2,on,35.301418304,-80.735191345,Gold,Fretwell S,Hunt Hall
5638,11/14/2019,1:07:16,2406,1,on,35.303283691,-80.729484558,Green,North Deck,Robinson Hall N
5640,11/14/2019,1:09:52,2406,1,on,35.307506561,-80.729316711,Green,North Deck,Fretwell N
5643,11/14/2019,1:13:10,2406,1,off,35.311607361,-80.730453491,Green,North Deck,Student Health (Green) W
5674,11/14/2019,1:39:44,2411,1,on,35.309864044,-80.741882324,Silver,EPIC N,EPIC S
5690,11/14/2019,1:57:58,2411,1,off,35.311626434,-80.742446899,Silver,Motor Sports,PORTAL East
